Time,Speed,Location,County,State,Lat,Lon,Comments
0619,UNK,3 SSW CHAPEL HILL,MARSHALL,TN,35.59,-86.72,*** TORNADO POSSIBLE *** POWER LINES DOWN... CARPORT AND FENCING MANGLED... BUILDING DEBRIS IN ROAD ON BEASLEY RD NEAR TENNESSEE CENTRAL RD (TWITTER REPORT). (OHX)
0620,UNK,7 NNE SANDY SPRINGS,PRENTISS,MS,34.52,-88.33,1-INCH TREE LIMBS BROKEN; SHINGLES BLOWN OFF. (MEG)
0621,UNK,COWAN,FRANKLIN,TN,35.16,-86.02,A LARGE TREE WAS BLOWN DOWN ON JACKSON STREET. (HUN)
0622,70,LORAIN COUNTY AIRPORT,LORAIN,OH,41.35,-82.18,ASOS STATION KLPR LORAIN ELYRIA MEASURED A 61 KT THUNDERSTORM WIND GUST. (CLE)
0625,UNK,3 SE EAGLEVILLE,RUTHERFORD,TN,35.71,-86.61,SEVERAL TREES DOWN NEAR 10800 BLOCK OF BUNKER HILL ROAD IN ROCKVALE... TN. (OHX)
0627,UNK,3 NW PLANTERSVILLE,LEE,MS,34.23,-88.7,PART OF ROOF TORN OFF OF COOPER TIRE. (MEG)
0630,UNK,2 SW ASHLAND,ASHLAND,OH,40.84,-82.35,ASHLAND COUNTY SHERIFF DISPATCH REPORTS LARGE TREES DOWN NEAR ASHLAND... OH. (CLE)
0635,UNK,12 W MCARTHUR,VINTON,OH,39.28,-82.69,TREE REPORTED DOWN ON STATE ROUTE 671 BETWEEN US 50 AND THE ROSS COUNTY LINE. TIME ESTIMATED FROM RADAR. (RLX)
0639,UNK,4 WNW SHELBYVILLE,BEDFORD,TN,35.51,-86.51,TREE REPORTEDLY FELL THROUGH HOUSE ON TROUPE ROAD. (OHX)
0640,UNK,2 SSW WURTLAND,GREENUP,KY,38.52,-82.79,HUGE TREE DOWN BLOCKING THE ROADWAY... STATE ROUTE 207. (RLX)
0641,70,BURKE LAKEFRONT AIRPORT,CUYAHOGA,OH,41.52,-81.68,ASOS STATION KBKL CLEVELAND MEASURED A 61 KT THUNDERSTORM WIND GUST. (CLE)
0642,UNK,3 E BELMONT,TISHOMINGO,MS,34.52,-88.16,REPORT FROM MPING: TREES UPROOTED OR SNAPPED; ROOF BLOWN OFF. (MEG)
0642,UNK,5 SE MURFREESBORO,RUTHERFORD,TN,35.8,-86.33,TREES DOWN ON MULTIPLE LOCATIONS: ELAM RD... BIVENS HILL RD AND 9951 JOHN BRAGG HWY. (OHX)
0645,UNK,5 SSE CROOKSVILLE,PERRY,OH,39.7,-82.05,TREE INTO POWER LINES. (RLX)
0646,UNK,1 SSE NANCY,PULASKI,KY,37.06,-84.74,A TREE WAS REPORTED DOWN ALONG KY 761 WITH A COUPLE OF ADDITIONAL TREES BLOWN IN THE VICINITY. THE EVENT TIME IS RADAR ESTIMATED. (JKL)
0646,62,2 SSE PARMA,CUYAHOGA,OH,41.35,-81.71,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 2 SSE PARMA. WEATHER STATION IN SE PARMA REPORTED A 54 KT THUNDERSTORM WIND GUST. CORRECTED FOR TIME. (CLE)
0654,UNK,3 SW PAINESVILLE,LAKE,OH,41.7,-81.29,LARGE TREE DOWN. (CLE)
0655,UNK,3 E HIDALGO,WAYNE,KY,36.74,-84.9,A TREE WAS REPORTED TO HAVE BEEN BLOWN DOWN IN THE DUNCAN BRANCH COMMUNITY ALONG EDWARDS MOUNTAIN ROAD. THE EVENT TIME IS RADAR ESTIMATED. (JKL)
0700,59,1 NNW FAIRPORT HARBOR,LAKE,OH,41.76,-81.28,C-MAN STATION FAIO1 FAIRPORT... OH MEASURED A 51 KT MARINE THUNDERSTORM WIND GUST. (CLE)
0701,UNK,BAINBRIDGE,GEAUGA,OH,41.39,-81.34,TREE SNAPPED AT THE BASE. (CLE)
0709,63,6 ENE WOODBURY,CANNON,TN,35.87,-85.97,MESONET STATION AV589 SHORT MOUNTAIN. (OHX)
0710,61,2 W GENEVA-ON-THE-LAKE,LEZ147,OH,41.86,-80.97,C-MAN STATION GELO1 1 W GENEVA-ON-THE-LAKE REPORTED A 53 KT MARINE THUNDERSTORM WIND GUST. (CLE)
0720,UNK,4 E SMITHVILLE,DE KALB,TN,35.95,-85.76,DAMAGE REPORTED EAST OF SMITHVILLE OFF OF HIGHWAY 70 INCLUDED DOWNED AND UPROOTED TREES... ROOF DAMAGE... SIDING PEELED OFF A BARN... AND BUSTED WINDOWS. TIME ESTIMATED (OHX)
0730,UNK,10 S SPENCER,VAN BUREN,TN,35.6,-85.47,TWO LARGE OAK TREES UPROOTED ALONG OLD STATE HIGHWAY 111 ABOUT 6 MILES AWAY FROM FALL CREEK FALLS STATE PARK SOUTHERN ENTRANCE. (OHX)
0730,UNK,8 WNW SPARTA,WHITE,TN,36,-85.6,MULTIPLE TREES DOWN ALONG LIBERTY ROAD AND JOHN MCCOIN ROAD NEAR SPARTA. (OHX)
0745,UNK,ERIE,ERIE,PA,42.13,-80.09,NUMEROUS TREES AND WIRES DOWN THROUGHOUT THE COUNTY. (CLE)
0747,UNK,1 SW HALEYVILLE,WINSTON,AL,34.23,-87.63,TREES UPROOTED AND POWER LINES DOWNED IN HALEYVILLE. (BMX)
0747,UNK,3 NW HALEYVILLE,MARION,AL,34.26,-87.65,TREES WERE BLOWN DOWN AND BLOCKING THE ROADWAY NEAR COUNTYLINE CHURCH ROAD AND MILKWEED ROAD. POSSIBLE TORNADO. (BMX)
0750,UNK,2 SSE MOUNT CREST,BLEDSOE,TN,35.64,-85.23,A TREE FELL ONTO THE CORNER OF A HOUSE ON OLD SPENCER ROAD. (MRX)
0751,UNK,1 SSW READYVILLE,RUTHERFORD,TN,35.82,-86.19,*** TORNADO POSSIBLE *** MULTIPLE HOMES DAMAGED (ONE COLLAPSED) ON READYVILLE ST. (OHX)
0755,UNK,6 ESE MONTEREY,CUMBERLAND,TN,36.11,-85.14,OVER 20 UPROOTED TREES ALONG CUMBERLAND LAKES DRIVE NEAR MONTEREY. TIME IS ESTIMATED BASED ON RADAR. (OHX)
0800,UNK,1 NNE MEADVILLE,CRAWFORD,PA,41.65,-80.14,NUMEROUS TREES AND POWER LINES DOWN THROUGHOUT THE COUNTY. (CLE)
0810,UNK,SUNBRIGHT,MORGAN,TN,36.24,-84.67,EXTENSIVE DAMAGE OCCURRED TO THE SUNBRIGHT CITY HALL BUILDING ON MELTON DRIVE... WITH NUMEROUS TREES BLOWN DOWN IN THE AREA. (MRX)
0811,UNK,SPRING CITY,RHEA,TN,35.69,-84.86,1 TREE DOWN ON ROAD NEAR SPRING CITY. (MRX)
0816,UNK,SMILAX,LESLIE,KY,37.14,-83.28,LARGE LIMBS WERE REPORTED TO HAVE BEEN BLOWN DOWN AT A RESIDENCE ON POLLS CREEK IN THIS VICINITY. THE EVENT TIME IS RADAR ESTIMATED. (JKL)
0818,65,3 NW TRIANA,MADISON,AL,34.63,-86.79,A GUST TO 65 MPH WAS MEASURED AT THIS LOCATION. (HUN)
0826,UNK,VICCO,PERRY,KY,37.21,-83.07,A TREE WAS REPORTED TO HAVE BEEN BLOWN DOWN ONTO RAILROAD TRACKS IN VICCO. THE EVENT TIME IS RADAR ESTIMATE. (JKL)
0828,UNK,2 SW HUNTLAND,FRANKLIN,TN,35.03,-86.29,A FEED BIN WAS REPORTED PICKED UP AND MOVED TO A FENCE AT THIS LOCATION. (HUN)
0830,UNK,KNOXVILLE,KNOX,TN,35.97,-83.95,NUMEROUS TREES WERE BLOWN DOWN AROUND KNOX COUNTY. (MRX)
0835,UNK,2 S HARRIMAN,ROANE,TN,35.9,-84.55,MULTIPLE TREES DOWN NEAR PINE RIDGE ROAD... RAILROAD CROSSING GATE BLOWN OVER AT THE RAILROAD TRACKS. (MRX)
0848,UNK,2 SE LIGON,PIKE,KY,37.34,-82.65,A TREE WAS REPORTED TO HAVE BEEN BLOWN DOWN IN THE ABNER MTN AREA ALONG KY 122. THE EVENT TIME IS RADAR ESTIMATED. (JKL)
0906,UNK,1 N HOLLYWOOD,JACKSON,AL,34.73,-85.97,MULTIPLE TREES WERE REPORTED DOWN ON CR 42 NEAR WALNUT STREET. (HUN)
0914,UNK,3 SE LANGSTON,JACKSON,AL,34.5,-86.05,A TREE WAS BLOWN DOWN ON THE 3500 BLOCK OF CR 44. (HUN)
0940,UNK,1 SSW SODDY-DAISY,HAMILTON,TN,35.25,-85.18,HAMILTON COUNTY REPORTS TREES AND LINES DOWN THROUGHOUT COUNTY... TIME ESTIMATED FROM RADAR. (MRX)
0950,UNK,5 SSE CLOVER HILL,BLOUNT,TN,35.65,-84.03,POWERLINES DOWN ON MINT ROAD... TREES REPORTED DOWN IN THE COUNTY. (MRX)
0950,UNK,TALBOTT,JEFFERSON,TN,36.15,-83.42,ONE TREE DOWN NEAR THE TALBOTT AREA. (MRX)
0953,UNK,1 NE SARDIS CITY,ETOWAH,AL,34.18,-86.11,*** 2 INJ *** TREES AND POWERLINES DOWN NEAR ALEXANDER RD AND PATTERSON ST. POSSIBLE TORNADO. (BMX)
1000,UNK,6 SSE SEYMOUR,BLOUNT,TN,35.8,-83.75,POWERLINES DOWN AND DAMAGED UTILITY POLE NEAR SEYMOUR. (MRX)
1023,UNK,3 N TELLICO PLAINS,MONROE,TN,35.41,-84.3,TREES DOWN COUNTY WIDE. (MRX)
1024,UNK,1 E ETOWAH,MCMINN,TN,35.34,-84.51,TREES DOWN COUNTY WIDE... INCLUDING SEVERAL IN ETOWAH... TN. (MRX)
1027,UNK,2 S HOKES BLUFF,ETOWAH,AL,33.97,-85.86,TREES WERE BLOWN DOWN NEAR COLVIN GAP ROAD AND FORD VALLEY ROAD. (BMX)
1044,UNK,4 NW ROME,FLOYD,GA,34.3,-85.24,MULTIPLE REPORTS OF TREES DOWN ALONG TECHNOLOGY PKWY. (FFC)
1100,UNK,1 ENE VAN WERT,POLK,GA,33.99,-85.03,TREE DOWN ALONG SPRINGDALE RD. (FFC)
1102,UNK,1 S RANGER,GORDON,GA,34.48,-84.71,TREES DOWN AT ORR MILL RD AND HWY 411. (FFC)
1105,UNK,3 ESE FOLSOM,BARTOW,GA,34.36,-84.79,TREES DOWN AT SPRING PLACE RD AND HWY 140. (FFC)
1123,UNK,4 ENE WALESKA,CHEROKEE,GA,34.33,-84.49,TREES DOWN AT LOWER BURRIS RD AND LAND RD. (FFC)
1125,UNK,2 WSW TATE,PICKENS,GA,34.41,-84.41,TREES AND POWERLINES DOWN AT REFUGE VALLEY RD AND WALESKA 108. (FFC)
1125,UNK,2 NW BLUE RIDGE,FANNIN,GA,34.88,-84.35,TREE DOWN ALONG SUGAR CREEK RD. (FFC)
1137,UNK,2 NNW WOODSTOCK,CHEROKEE,GA,34.12,-84.53,SMALL TREES SNAPPED IN HALF AT OLDE ROPE MILL PARK RD AND RIDGEWALK PKWY. (FFC)
1138,UNK,3 WSW HIGHTOWER,FORSYTH,GA,34.3,-84.26,TREES DOWN ALONG HIGHTOWER ROAD. (FFC)
1150,UNK,3 NE LUMPKIN,DAWSON,GA,34.4,-83.99,TREES DOWN AT HENRY GRADY HWY AND PRICE RD. (FFC)
